,component,heating_sensible_btuh_sf,heating_latent_btuh_sf,cooling_sensible_btuh_sf,cooling_latent_btuh_sf,sim_name,building_type,climate_zone,ashrae_standard
7,Exterior Wall,1.2508441372764938,0.0,0.0,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
8,Interzone Wall,0.40375550674938027,0.0,0.0,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
9,Ground Contact Floor,0.2873953658468987,0.0,0.0,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
10,Fenestration Conduction,3.8765176726349453,0.0,0.36957739395303657,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
11,Fenestration Solar,0.0,0.0,1.5840421382512653,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
12,Opaque Door,0.3899086134787514,0.0,0.0,0.0,SchoolPrimary_STD2013_InternationalFalls,SchoolPrimary,7,STD2013
0,People,0.0,0.0,11.480860880551425,6.483907466935343,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
1,Lights,0.0,0.0,4.00917174431064,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
2,Equipment,0.0,0.0,30.663384189735964,8.091089734363257,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
3,Refrigeration,0.0,0.009355658974235955,2.700682883142222,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
4,Water Use Equipment,0.0,0.0,0.3496777495242208,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
5,Infiltration,0.5285947320443314,0.06616929744598507,5.709082985494731,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
6,Interzone Ceiling,1.2057205456668105,0.0,0.39562043211949655,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
7,Exterior Wall,2.4616977722336837,0.0,0.0,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
8,Interzone Wall,0.0007196660749412274,0.0,0.0,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
9,Fenestration Conduction,1.8981992355547026,0.0,0.4302123814550049,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
10,Fenestration Solar,0.0,0.0,1.3983311743351086,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
11,Opaque Door,0.16356410625469783,0.0,0.0,0.0,RestaurantFastFood_STD2013_Albuquerque,RestaurantFastFood,4B,STD2013
0,People,0.0,0.0,1.9050828791532715,0.9543142411119127,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
1,Lights,0.0,0.0,3.5661770184585806,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
2,Equipment,0.0,0.0,2.148949858157704,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
3,Water Use Equipment,0.0,0.0,0.027003647373327833,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
4,Infiltration,0.2734348733959826,0.1127105599363209,0.10914496627951566,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
5,Interzone Ceiling,1.1562191622490499,0.0,1.8776339869043488,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
6,Exterior Wall,1.4114262556359822,0.0,1.2612533370649093,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
7,Fenestration Conduction,1.6417541557702826,0.0,1.6684524923717738,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
8,Fenestration Solar,0.0,0.0,0.615004934040152,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
9,Opaque Door,0.07218418962706652,0.0,0.0,0.0,OfficeSmall_STD2019_Tucson,OfficeSmall,2B,STD2019
0,People,0.0,0.0,0.5156709371685813,0.4959871750696958,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
1,Lights,0.0,0.0,5.380328245424835,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
2,Equipment,0.0,0.0,6.794767740184036,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
3,Water Use Equipment,0.0,0.0,0.016291636647857363,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
4,Infiltration,0.8233227130142167,0.29804762139158997,0.0,0.21623872150450543,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
5,Interzone Ceiling,1.6773093600511921,0.0,0.0,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
6,Exterior Wall,0.6549507542365676,0.0,0.0,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
7,Interzone Wall,0.24671172844202005,0.0,0.0,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
8,Fenestration Conduction,3.2063910604358807,0.0,0.0,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
9,Fenestration Solar,0.0,0.0,1.1477218147619452,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
10,Opaque Door,0.046601870787111824,0.0,0.0,0.0,OfficeMedium_STD2016_Rochester,OfficeMedium,6A,STD2016
0,People,0.0,0.0,0.5121020384625635,0.4687042421454947,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
1,Lights,0.0,0.0,5.342617226593282,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
2,Equipment,0.0,0.0,7.324493243151778,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
3,Water Use Equipment,0.0,0.0,0.002633699095015138,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
4,Infiltration,0.08030670483444001,0.03581763385542114,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
5,Interzone Ceiling,0.2711453041387396,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
6,Exterior Wall,0.3056481540772731,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
7,Interzone Wall,0.08028344142163357,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
8,Ground Contact Wall,0.017163184437931984,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
9,Fenestration Conduction,1.460941522057315,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
10,Fenestration Solar,0.0,0.0,0.6588831833140685,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
11,Opaque Door,0.006751403380418548,0.0,0.0,0.0,OfficeLarge_STD2013_PortAngeles,OfficeLarge,5C,STD2013
0,People,0.0,0.0,1.0112002688256632,0.5465720339165508,Hospital_STD2016_Tampa,Hospital,2A,STD2016
1,Lights,0.0,0.0,6.355559823812535,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
2,Equipment,0.0,0.0,12.48937871991155,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
3,Refrigeration,0.08177926087516732,0.007837298202716942,0.0,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
4,Water Use Equipment,0.0,0.0,0.018057045627161063,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
5,Infiltration,0.054263632650857534,0.020470796013457183,0.035834740781641415,0.0703469245529316,Hospital_STD2016_Tampa,Hospital,2A,STD2016
6,Roof,0.2586652057248339,0.0,0.33795217347668494,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
7,Interzone Ceiling,0.0,0.0,0.10595398662562516,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
8,Exterior Wall,0.8084155085511802,0.0,0.0,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
9,Interzone Wall,0.0038861472307412546,0.0,0.0,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
10,Interzone Floor,0.0006947533617285133,0.0,0.0,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
11,Fenestration Conduction,0.5074225163685216,0.0,0.4181492764131317,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
12,Fenestration Solar,0.0,0.0,0.2890712646366067,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
13,Opaque Door,0.019402995703625338,0.0,0.0,0.0,Hospital_STD2016_Tampa,Hospital,2A,STD2016
0,People,0.0,0.0,4.3700894044021545,1.8875519245351549,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
1,Lights,0.0,0.0,6.134324892409063,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
2,Equipment,0.029681924174068994,0.0,7.322743742670301,0.2625240959401406,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
3,Refrigeration,0.0,0.002222193655579798,0.08536154902454786,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
4,Water Use Equipment,0.0,0.0,0.03571132345224089,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
5,Infiltration,0.7760368592657901,0.35102389988108723,0.20030013533765267,0.2572091720429042,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
6,Roof,0.32637998512587696,0.0,0.30348123748839057,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
7,Interzone Ceiling,0.019692696982442786,0.0,0.0,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
8,Exterior Wall,1.416985796547117,0.0,0.0,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
9,Ground Contact Wall,0.03593992937288859,0.0,0.0,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
10,Fenestration Conduction,2.3081149288427225,0.0,0.5364537604814218,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
11,Fenestration Solar,0.0,0.0,1.5677042389613103,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
12,Opaque Door,0.027308254532386667,0.0,0.0,0.0,HotelLarge_STD2013_NewYork,HotelLarge,4A,STD2013
0,People,0.0,0.0,0.5108984576698239,0.4689138134074147,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
1,Lights,0.0,0.0,4.037179466019243,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
2,Equipment,0.0,0.0,7.304239113229187,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
3,Water Use Equipment,0.0,0.0,0.002633598821684076,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
4,Infiltration,0.23336672502106592,0.09601031066543048,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
5,Interzone Ceiling,0.5490432149378706,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
6,Exterior Wall,0.4578169448974181,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
7,Interzone Wall,0.10901475897088839,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
8,Ground Contact Wall,0.0012969352639586142,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
9,Fenestration Conduction,1.9906436158065823,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
10,Fenestration Solar,0.0,0.0,0.8180066115020289,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
11,Opaque Door,0.008386059223394682,0.0,0.0,0.0,OfficeLarge_STD2019_Denver,OfficeLarge,5B,STD2019
0,People,0.0,0.0,0.030809990393852064,0.019768491834774256,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
1,Lights,0.0,0.0,1.9137744476464937,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
2,Equipment,0.0,0.0,0.6629060518731988,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
3,Water Use Equipment,0.0,0.0,0.0018897214217098942,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
4,Infiltration,0.48077809798270893,0.16694716618635927,0.0,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
5,Zone Ventilation,0.1936926032660903,0.06912007684918348,0.0,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
6,Roof,3.453921229586936,0.0,2.01468972142171,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
7,Interzone Ceiling,0.06876657060518733,0.0,0.08066474543707974,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
8,Exterior Wall,2.350474543707973,0.0,0.45124918347742554,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
9,Interzone Wall,0.0017387127761767532,0.0,0.0,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
10,Ground Contact Floor,0.1011104707012488,0.0,0.0,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
11,Fenestration Conduction,0.25323727185398653,0.0,0.08590413064361192,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
12,Fenestration Solar,0.0,0.0,0.04071392891450528,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
13,Opaque Door,0.6331181556195966,0.0,0.0,0.0,Warehouse_STD2019_Fairbanks,Warehouse,8,STD2019
0,People,0.0,0.0,16.610327938864707,9.040324940254973,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
1,Lights,0.0,0.0,4.232681211438333,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
2,Equipment,0.0,0.0,20.537943317189303,5.244535715259289,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
3,Refrigeration,0.0,0.004089013275663102,1.2766590035528982,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
4,Water Use Equipment,0.0,0.0,0.2400868688153674,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
5,Infiltration,1.3645309901772813,0.3422958446538423,1.052699203096746,1.72653587881982,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
6,Interzone Ceiling,1.3559349756022208,0.0,0.3395098636086905,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
7,Exterior Wall,1.609108504238944,0.0,0.0,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
8,Ground Contact Floor,0.2510290683410419,0.0,0.042509382013793603,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
9,Fenestration Conduction,2.2009250256699167,0.0,0.14226494988687063,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
10,Fenestration Solar,0.0,0.0,1.2238071439605274,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
11,Opaque Door,0.0800356198489791,0.0,0.0,0.0,RestaurantSitDown_STD2013_Buffalo,RestaurantSitDown,5A,STD2013
0,People,0.0,0.0,11.818360280829696,6.482903932575286,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
1,Lights,0.0,0.0,3.962705304738601,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
2,Equipment,0.0,0.0,30.92038893953206,8.091089734363257,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
3,Refrigeration,0.0,0.008476067104863344,2.796294519343025,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
4,Water Use Equipment,0.0,0.0,0.34969374210366394,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
5,Infiltration,0.13573701802363705,0.02059044603304067,0.5931047993730909,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
6,Interzone Ceiling,2.070399334708695,0.0,0.00227894257064722,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
7,Exterior Wall,2.4669753234499194,0.0,0.0,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
8,Interzone Wall,0.022389611220393738,0.0,0.0,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
9,Fenestration Conduction,3.627516832189864,0.0,0.5748612643733307,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
10,Fenestration Solar,0.0,0.0,2.2165835052535625,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
11,Opaque Door,0.27467255193590173,0.0,0.0,0.0,RestaurantFastFood_STD2013_Fairbanks,RestaurantFastFood,8,STD2013
0,People,0.0,0.0,0.24888586795139223,0.07420454320497102,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
1,Lights,0.0,0.0,0.31537200541635024,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
2,Equipment,0.0,0.0,1.9970869869969423,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
3,Infiltration,0.49822195252952867,0.1869157659864539,0.7086727393358344,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
4,Roof,0.1572107147763871,0.0,0.1726065112609278,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
5,Interzone Ceiling,0.06882221410088432,0.0,0.0,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
6,Exterior Wall,1.102490191074165,0.0,0.642491132285333,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
7,Interzone Wall,0.43551761102113234,0.0,0.0,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
8,Fenestration Conduction,2.484076757785944,0.0,2.224891147268846,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
9,Fenestration Solar,0.0,0.0,0.8799208955873199,0.0,ApartmentHighRise_STD2013_Tucson,ApartmentHighRise,2B,STD2013
0,People,0.0,0.0,1.0310623590147099,0.6245362568367515,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
1,Lights,0.0,0.0,3.380816469177413,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
2,Equipment,0.0,0.0,3.5220654611135784,0.31405827403247843,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
3,Refrigeration,0.0,0.013291232937273249,0.1317926264820144,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
4,Water Use Equipment,0.0,0.0,0.018843509961664843,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
5,Infiltration,0.5543056577984089,0.26361012924172644,0.017685951865754626,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
6,Roof,1.8248777648664487,0.0,2.3486436006789604,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
7,Exterior Wall,0.8458921356487199,0.0,0.0,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
8,Interzone Wall,0.3439267069148616,0.0,0.0,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
9,Ground Contact Floor,0.05062998497283551,0.0,0.0,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
10,Fenestration Conduction,2.0699158600466023,0.0,0.6120991995652059,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
11,Fenestration Solar,0.0,0.0,1.4465030916210881,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
12,Opaque Door,0.28935302074397645,0.0,0.0,0.0,SchoolPrimary_STD2013_Seattle,SchoolPrimary,4C,STD2013
0,People,0.0,0.0,0.2478182926642784,0.07418083511509507,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
1,Lights,0.0,0.0,0.3118940286315489,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
2,Equipment,0.0,0.0,1.9807954988768885,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
3,Infiltration,0.5194584740359075,0.16917381692778954,0.29677087518058154,0.6632467351885782,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
4,Roof,0.12989425362132181,0.0,0.16096892118352207,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
5,Interzone Ceiling,0.0453298678428092,0.0,0.0,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
6,Exterior Wall,0.9487716779365047,0.0,0.5090515709039622,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
7,Interzone Wall,0.3826177500809335,0.0,0.0,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
8,Fenestration Conduction,2.0774462688741586,0.0,1.4443025251842148,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
9,Fenestration Solar,0.0,0.0,0.8430530377234828,0.0,ApartmentHighRise_STD2013_Tampa,ApartmentHighRise,2A,STD2013
0,People,0.0,0.0,2.189618159880046,1.0353190067741667,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
1,Lights,0.0,0.0,2.8117333355080665,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
2,Equipment,0.0,0.0,2.9219654604358545,0.1137965849611905,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
3,Refrigeration,0.0,0.004629526020743159,0.09655733765650018,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
4,Water Use Equipment,0.0,0.0,0.01058513339900521,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
5,Infiltration,0.21157986510839463,0.08468135167745879,0.08422996814901271,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
6,Roof,1.1460243731932807,0.0,1.7069335070338072,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
7,Interzone Ceiling,0.15659642026309972,0.0,0.0,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
8,Exterior Wall,0.7436922945038555,0.0,0.13798595324804588,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
9,Interzone Wall,0.3162932574300953,0.0,0.0,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
10,Fenestration Conduction,1.8254215410081938,0.0,1.7553492267117394,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
11,Fenestration Solar,0.0,0.0,0.7208993228867759,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
12,Opaque Door,0.11114608174441906,0.0,0.0,0.0,SchoolSecondary_STD2016_Tucson,SchoolSecondary,2B,STD2016
0,People,0.0,0.0,1.0691304029304027,0.6854730158730159,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
1,Lights,0.0,0.0,1.5043711843711844,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
2,Equipment,0.0,0.0,6.123972893772894,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
3,Water Use Equipment,0.0,0.0,0.02887203907203907,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
4,Infiltration,0.4860659340659341,0.14313553113553112,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
5,Roof,0.5546056166056166,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
6,Interzone Ceiling,0.12370695970695972,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
7,Exterior Wall,0.9098778998778999,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
8,Fenestration Conduction,1.1377924297924298,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
9,Fenestration Solar,0.0,0.0,0.31355457875457876,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
10,Opaque Door,0.15727472527472527,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Seattle,OutPatientHealthCare,4C,STD2019
0,People,0.0,0.0,1.9028239429068856,0.9543051544817985,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
1,Lights,0.0,0.0,3.627580830118181,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
2,Equipment,0.0,0.0,2.148949858157704,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
3,Water Use Equipment,0.0,0.0,0.027003647373327833,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
4,Infiltration,0.2828304489340474,0.10536856280406134,0.047050570731237466,0.08982679065676344,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
5,Interzone Ceiling,0.9557135821494968,0.0,1.632678429612237,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
6,Exterior Wall,1.1478412892837737,0.0,0.953834467041884,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
7,Fenestration Conduction,1.350146022145935,0.0,1.161543927495961,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
8,Fenestration Solar,0.0,0.0,0.5759378765272354,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
9,Opaque Door,0.05948108072743926,0.0,0.0,0.0,OfficeSmall_STD2019_Tampa,OfficeSmall,2A,STD2019
0,People,0.0,0.0,1.699870679311356,1.9526130778323896,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
1,Lights,0.0,0.0,9.50314324821573,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
2,Equipment,0.0,0.0,2.1542911359778154,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
3,Water Use Equipment,0.0,0.0,0.04098310387428785,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
4,Infiltration,6.24977113348917,1.7396743429531334,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
5,Roof,3.6783070099812463,0.0,0.6242776261876617,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
6,Exterior Wall,2.439450364853214,0.0,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
7,Interzone Wall,0.711148243282879,0.0,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
8,Ground Contact Floor,2.6549404058269856,0.0,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
9,Fenestration Conduction,1.997360258108096,0.0,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
