,component,heating_sensible_btuh_sf,heating_latent_btuh_sf,cooling_sensible_btuh_sf,cooling_latent_btuh_sf,sim_name,building_type,climate_zone,ashrae_standard
10,Fenestration Solar,0.0,0.0,0.33548586360444754,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
11,Opaque Door,0.7082951889148617,0.0,0.0,0.0,RetailStripmall_STD2013_Fairbanks,RetailStripmall,8,STD2013
0,People,0.0,0.0,2.2103956945597663,1.0353218042141015,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
1,Lights,0.0,0.0,2.771101089427422,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
2,Equipment,0.0,0.0,2.995520065894409,0.12680795223982955,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
3,Refrigeration,0.0,0.006754157944027684,0.0886772338458749,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
4,Water Use Equipment,0.0,0.0,0.01058513339900521,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
5,Infiltration,0.11858490125890488,0.03590964591427734,0.010825144262555006,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
6,Roof,2.151784159776114,0.0,1.1426909153185536,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
7,Interzone Ceiling,0.19357667963035102,0.0,0.0,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
8,Exterior Wall,0.9583645160959953,0.0,0.0,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
9,Interzone Wall,0.353148343213828,0.0,0.0,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
10,Ground Contact Floor,0.17173578587579216,0.0,0.0,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
11,Fenestration Conduction,3.1791416050818957,0.0,0.7456866321061139,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
12,Fenestration Solar,0.0,0.0,2.368357407753707,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
13,Opaque Door,0.1901381992224824,0.0,0.0,0.0,SchoolSecondary_STD2016_Fairbanks,SchoolSecondary,8,STD2016
0,People,0.0,0.0,1.0696542124542125,0.6854849816849817,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
1,Lights,0.0,0.0,1.8425890109890113,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
2,Equipment,0.0,0.0,6.126376800976801,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
3,Water Use Equipment,0.0,0.0,0.02887203907203907,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
4,Infiltration,0.4869377289377289,0.14272771672771672,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
5,Roof,0.5555897435897437,0.0,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
6,Interzone Ceiling,0.10734310134310134,0.0,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
7,Exterior Wall,0.9122148962148962,0.0,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
8,Fenestration Conduction,1.1935433455433455,0.0,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
9,Fenestration Solar,0.0,0.0,0.3150117216117216,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
10,Opaque Door,0.15784615384615386,0.0,0.0,0.0,OutPatientHealthCare_STD2016_Seattle,OutPatientHealthCare,4C,STD2016
0,People,0.0,0.0,4.359671377351491,1.8875488131365212,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
1,Lights,0.0,0.0,5.712686408600168,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
2,Equipment,0.0,0.0,7.30318205194611,0.2625240959401406,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
3,Refrigeration,0.0,0.0012265460928734479,0.08332317352507627,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
4,Water Use Equipment,0.0,0.0,0.035711405331152295,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
5,Infiltration,0.5764676569702657,0.24897985017305516,0.2115134522548101,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
6,Roof,0.324990499999304,0.0,0.3746734771361737,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
7,Interzone Ceiling,0.03350485054765119,0.0,0.0,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
8,Exterior Wall,1.3172523697189842,0.0,0.0,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
9,Interzone Wall,0.0028043527156819486,0.0,0.0,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
10,Ground Contact Wall,0.009504504036098118,0.0,0.0,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
11,Fenestration Conduction,1.8390519339102902,0.0,0.712260720139764,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
12,Fenestration Solar,0.0,0.0,1.181601857734245,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
13,Opaque Door,0.018957424358009973,0.0,0.0,0.0,HotelLarge_STD2016_Albuquerque,HotelLarge,4B,STD2016
0,People,0.0,0.0,1.0974506547260534,0.6245323361190709,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
1,Lights,0.0,0.0,2.818608537295151,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
2,Equipment,0.0,0.0,3.630112193364388,0.21552185090321843,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
3,Refrigeration,0.0,0.015150193906528737,0.13972058802653378,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
4,Water Use Equipment,0.0,0.0,0.018843509961664843,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
5,Infiltration,0.19955236219860328,0.08604352943005608,0.07949795886085576,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
6,Roof,1.8706190204830457,0.0,2.84201792579163,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
7,Exterior Wall,0.8830889306648118,0.0,0.2237898333086598,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
8,Interzone Wall,0.3069489313002384,0.0,0.0,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
9,Fenestration Conduction,2.023275543306693,0.0,1.8272888710428634,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
10,Fenestration Solar,0.0,0.0,0.6321271718578996,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
11,Opaque Door,0.23791590871758056,0.0,0.0,0.0,SchoolPrimary_STD2016_Tucson,SchoolPrimary,2B,STD2016
0,People,0.0,0.0,1.8704228372457332,0.9543069718078213,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
1,Lights,0.0,0.0,4.740349544487232,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
2,Equipment,0.0,0.0,2.148949858157704,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
3,Water Use Equipment,0.0,0.0,0.027003647373327833,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
4,Infiltration,0.35050767002447936,0.13371884876031104,0.04562578712933364,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
5,Interzone Ceiling,0.9883345842594123,0.0,1.4389932740763893,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
6,Exterior Wall,1.189421708686273,0.0,0.7565473713287743,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
7,Ground Contact Floor,0.08285189338111688,0.0,0.0,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
8,Fenestration Conduction,1.4914976402021594,0.0,1.0080725621934399,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
9,Fenestration Solar,0.0,0.0,0.5883611172193458,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
10,Opaque Door,0.08834021797008318,0.0,0.0,0.0,OfficeSmall_STD2013_SanDiego,OfficeSmall,3C,STD2013
0,People,0.0,0.0,0.5153099656480409,0.4960781637587577,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
1,Lights,0.0,0.0,5.428594202379727,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
2,Equipment,0.0,0.0,6.801186544711991,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
3,Water Use Equipment,0.0,0.0,0.01629145019562568,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
4,Infiltration,0.24100442563017124,0.10068979867633832,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
5,Interzone Ceiling,1.2313939318002485,0.0,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
6,Exterior Wall,0.6074054351571345,0.0,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
7,Interzone Wall,0.21768111596881323,0.0,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
8,Fenestration Conduction,2.712631989534809,0.0,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
9,Fenestration Solar,0.0,0.0,1.0431584709723707,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
10,Opaque Door,0.03816677182572534,0.0,0.0,0.0,OfficeMedium_STD2016_Denver,OfficeMedium,5B,STD2016
0,People,0.0,0.0,1.3685124262661303,0.898898441561207,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
1,Lights,0.0,0.0,2.8988331729391663,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
2,Equipment,0.0,0.0,2.827417033629079,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
3,Water Use Equipment,0.0,0.0,0.027106151313033407,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
4,Infiltration,0.4791411204817102,0.09832417026685608,0.5206859871045868,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
5,Roof,0.4523508970732346,0.0,0.710032805583291,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
6,Interzone Ceiling,0.1385453799767903,0.0,0.0,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
7,Exterior Wall,1.0948579898282789,0.0,0.2699005648744644,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
8,Interzone Wall,0.32423692417221106,0.0,1.5239501125536559,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
9,Interzone Floor,0.0,0.0,2.068936626019591,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
10,Ground Contact Floor,0.0,0.0,0.004537095027873405,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
11,Fenestration Conduction,0.8354429910989338,0.0,0.29850164537104285,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
12,Fenestration Solar,0.0,0.0,0.4589210402429659,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
13,Opaque Door,0.020645252078064977,0.0,0.01679232033654538,0.0,HotelSmall_STD2013_Albuquerque,HotelSmall,4B,STD2013
0,People,0.0,0.0,2.065541030573079,1.035342097507187,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
1,Lights,0.0,0.0,3.524664743418809,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
2,Equipment,0.0,0.0,2.8361896933588593,0.1658420540757467,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
3,Refrigeration,0.0,0.005397162504518577,0.0907899647958779,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
4,Water Use Equipment,0.0,0.0,0.01058513339900521,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
5,Infiltration,0.5874258773245777,0.2623633569127491,0.018682062511687608,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
6,Roof,1.1147874002546714,0.0,1.3823942027182394,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
7,Interzone Ceiling,0.13834620661455146,0.0,0.0,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
8,Exterior Wall,0.7218239004923115,0.0,0.0,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
9,Interzone Wall,0.33705073588791123,0.0,0.0,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
10,Ground Contact Floor,0.020494329447009657,0.0,0.0,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
11,Fenestration Conduction,1.8608456651439742,0.0,0.5974974671315032,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
12,Fenestration Solar,0.0,0.0,1.5687980566990816,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
13,Opaque Door,0.1367696832615229,0.0,0.0,0.0,SchoolSecondary_STD2013_Seattle,SchoolSecondary,4C,STD2013
0,People,0.0,0.0,1.353729314822967,0.8933357959508458,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
1,Lights,0.0,0.0,1.4243300592555768,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
2,Equipment,0.0,0.0,2.805917734688143,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
3,Water Use Equipment,0.0,0.0,0.027550996318571976,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
4,Infiltration,0.3169485947110197,0.04323930485677241,0.393091848689744,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
5,Roof,0.35317962341393777,0.0,0.5419705013602258,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
6,Interzone Ceiling,0.11154685245541945,0.0,0.0,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
7,Exterior Wall,0.7135966575059147,0.0,0.3070002217281558,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
8,Interzone Wall,0.1600331064670095,0.0,1.8208938746092562,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
9,Interzone Floor,0.0,0.0,2.133866406703134,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
10,Fenestration Conduction,0.5286781530183498,0.0,0.3459808647212914,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
11,Fenestration Solar,0.0,0.0,0.24056926273768078,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
12,Opaque Door,0.010655912619664927,0.0,0.014478293091293212,0.0,HotelSmall_STD2019_SanDiego,HotelSmall,3C,STD2019
0,People,0.0,0.0,0.24737708511168705,0.0742034763409266,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
1,Lights,0.0,0.0,0.31410030347540446,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
2,Equipment,0.0,0.0,1.9902960417328766,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
3,Infiltration,0.988854945489767,0.3994244149939917,0.3731514654148163,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
4,Roof,0.1692959135906507,0.0,0.1620935144267876,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
5,Interzone Ceiling,0.08167674043162237,0.0,0.0,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
6,Exterior Wall,1.4103136592144632,0.0,0.478504171260603,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
7,Interzone Wall,0.47716916871968845,0.0,0.0,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
8,Fenestration Conduction,2.7676065462303603,0.0,1.159379649378688,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
9,Fenestration Solar,0.0,0.0,1.7894313839870108,0.0,ApartmentHighRise_STD2013_Albuquerque,ApartmentHighRise,4B,STD2013
0,People,0.0,0.0,16.69471245149976,9.039103688289975,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
1,Lights,0.0,0.0,3.2741874221951637,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
2,Equipment,0.0,0.0,20.303873658576478,5.244535715259289,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
3,Refrigeration,0.0,0.03560167558677341,0.9575087913785425,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
4,Water Use Equipment,0.0,0.0,0.24009232083306828,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
5,Infiltration,0.7198117236553961,0.23767162497387573,1.1838293154991777,2.8838683882927003,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
6,Interzone Ceiling,1.7232919282877939,0.0,0.3467156136700257,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
7,Exterior Wall,1.8366575496815112,0.0,0.0,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
8,Interzone Wall,0.006760501949096328,0.0,0.0,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
9,Ground Contact Floor,0.52890023716277,0.0,0.04788325412763174,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
10,Fenestration Conduction,2.3095473916638647,0.0,0.13103742810151656,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
11,Fenestration Solar,0.0,0.0,1.1503230320487774,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
12,Opaque Door,0.09595551153556078,0.0,0.0,0.0,RestaurantSitDown_STD2019_Rochester,RestaurantSitDown,6A,STD2019
0,People,0.0,0.0,16.724104278925225,9.040822891204987,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
1,Lights,0.0,0.0,3.261435152792796,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
2,Equipment,0.0,0.0,20.25008041726109,5.244535715259289,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
3,Refrigeration,0.0,0.0484320905761874,0.95751242605701,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
4,Water Use Equipment,0.0,0.0,0.24008505147613377,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
5,Infiltration,0.3564529172838048,0.11060326575860283,0.7303141270865326,1.2430309583738448,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
6,Interzone Ceiling,1.644128631270956,0.0,0.2987360405630117,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
7,Exterior Wall,2.0875957510608716,0.0,0.0,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
8,Interzone Wall,0.007069449618813096,0.0,0.0,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
9,Ground Contact Floor,0.6278725318261533,0.0,0.0,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
10,Fenestration Conduction,2.201597441186359,0.0,0.0981926561321569,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
11,Fenestration Solar,0.0,0.0,1.3037119153846852,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
12,Opaque Door,0.10409719130221441,0.0,0.0,0.0,RestaurantSitDown_STD2019_InternationalFalls,RestaurantSitDown,7,STD2019
0,People,0.0,0.0,4.3772351407584456,1.887652799354008,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
1,Lights,0.0,0.0,5.8102622442338205,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
2,Equipment,0.0,0.0,7.291665619298924,0.2625240959401406,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
3,Refrigeration,0.0,0.0016514976430745956,0.07246963254464017,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
4,Water Use Equipment,0.0,0.0,0.03571132345224089,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
5,Infiltration,0.4385057851954249,0.17072571817426074,0.33753017340233976,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
6,Roof,0.3036487617411288,0.0,0.32892257096179145,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
7,Interzone Ceiling,0.04851980532142508,0.0,0.0,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
8,Exterior Wall,1.364450649410304,0.0,0.0,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
9,Interzone Wall,0.011287826726537617,0.0,0.0,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
10,Fenestration Conduction,1.7405188519233805,0.0,1.7784537609726951,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
11,Fenestration Solar,0.0,0.0,0.6649824447519999,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
12,Opaque Door,0.01377776442241756,0.0,0.0,0.0,HotelLarge_STD2016_Tucson,HotelLarge,2B,STD2016
0,People,0.0,0.0,3.584492082119512,3.75842588340675,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
1,Lights,0.0,0.0,9.09700770285494,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
2,Equipment,0.0,0.0,2.902474778029653,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
3,Water Use Equipment,0.0,0.0,0.017906647326515687,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
4,Infiltration,1.3279386622414326,0.47268770596491394,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
5,Roof,3.085539673630903,0.0,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
6,Exterior Wall,2.907878357901318,0.0,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
7,Interzone Wall,0.22272759300158654,0.0,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
8,Fenestration Conduction,0.9367824889024949,0.0,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
9,Fenestration Solar,0.0,0.0,0.06950548983305757,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
10,Opaque Door,0.40502552365402505,0.0,0.0,0.0,RetailStandalone_STD2016_Rochester,RetailStandalone,6A,STD2016
0,People,0.0,0.0,1.0866784152999922,0.6245182756142852,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
1,Lights,0.0,0.0,2.6849876395995187,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
2,Equipment,0.0,0.0,3.581476772113693,0.21552185090321843,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
3,Refrigeration,0.0,0.020221439430657715,0.13570631391023313,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
4,Water Use Equipment,0.0,0.0,0.018843509961664843,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
5,Infiltration,0.43096528745282464,0.1895410123969037,0.03148660770718458,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
6,Roof,2.627892120777032,0.0,2.9565606112534057,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
7,Exterior Wall,1.0553220024592362,0.0,0.0,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
8,Interzone Wall,0.370467261669374,0.0,0.0,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
9,Fenestration Conduction,2.8379641741042003,0.0,0.49426676157507393,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
10,Fenestration Solar,0.0,0.0,1.2616597749913643,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
11,Opaque Door,0.30307958854095896,0.0,0.0,0.0,SchoolPrimary_STD2016_Denver,SchoolPrimary,5B,STD2016
0,People,0.0,0.0,3.738202548396946,3.767796299940797,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
1,Lights,0.0,0.0,7.9481865368900415,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
2,Equipment,0.0,0.0,3.0318468629351836,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
3,Water Use Equipment,0.0,0.0,0.017872631985596934,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
4,Infiltration,1.0995742413161669,0.4522946991950512,0.0,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
5,Roof,2.1453597000818796,0.0,0.08351292623449365,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
6,Exterior Wall,2.458774621640074,0.0,0.0,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
7,Interzone Wall,0.16312785637751195,0.0,0.0,0.0,RetailStandalone_STD2019_NewYork,RetailStandalone,4A,STD2019
